# mode=collision,n=4000,struct=quadtree,cell=64,depth=5,node=4,seed=43,warmup_s=2,measure_s=5,config=2D,ticks=490,frames=98,measured_ticks=355,startup_ms=1382.7,glfw_first_draw_ms=1332.09,renderer=NVIDIA GeForce RTX 5060 Laptop GPU/PCIe/SSE2,gl=3.3.0 NVIDIA 592.01
kind,value,extra
startup_ms,1382.7,process_to_first_frame
glfw_ms,1332.09,glfw_init_to_first_frame
mem_ws_bytes,1.12308e+08,baseline
mem_private_bytes,1.81203e+08,baseline
mem_peak_ws_bytes,1.12308e+08,baseline
mem_ws_bytes,1.1366e+08,after_spawn
mem_private_bytes,1.82551e+08,after_spawn
mem_peak_ws_bytes,1.17502e+08,after_spawn
tick_us,6954.2,18150
tick_us,6762.2,18094
frame_ms,72.9005,
tick_us,6960.5,18136
tick_us,6918.6,18108
tick_us,6813.1,18106
tick_us,7415.6,18056
tick_us,7149.3,18058
frame_ms,70.8432,
tick_us,7344.8,18032
tick_us,7032.1,18068
tick_us,6723.8,18126
tick_us,6670.4,18092
tick_us,6677.7,18132
frame_ms,69.4122,
tick_us,6911.8,18106
tick_us,6662.4,18152
tick_us,6636.1,18196
tick_us,6538.3,18218
tick_us,6629.4,18260
frame_ms,67.7988,
tick_us,6666.4,18242
tick_us,6996.1,18224
tick_us,6558.1,18336
tick_us,6573.2,18386
tick_us,6861.2,18296
frame_ms,68.4748,
tick_us,7714,18250
tick_us,6889,18242
tick_us,6747.1,18124
tick_us,6864,18112
tick_us,6773.1,18012
frame_ms,70.8132,
tick_us,6851,18042
tick_us,6914.3,18100
tick_us,7302.7,18046
tick_us,6788.6,17962
tick_us,6797.9,17956
frame_ms,70.7584,
tick_us,6931,17984
tick_us,6749.1,17990
tick_us,6932.9,18056
tick_us,6936.7,18104
tick_us,6928,18082
frame_ms,70.2343,
tick_us,7037.4,18000
tick_us,7340.5,17946
tick_us,6896,17952
tick_us,6927.4,18010
tick_us,7061.4,17966
frame_ms,71.918,
tick_us,7017.7,18098
tick_us,6834.7,18152
tick_us,6832.3,18174
tick_us,6822.5,18184
tick_us,6886.6,18148
frame_ms,69.6175,
tick_us,6833.6,18156
tick_us,7086.1,18106
tick_us,6886.9,18030
tick_us,6764.6,18048
tick_us,6815.5,18080
frame_ms,70.1033,
tick_us,6883.6,18044
tick_us,6724.7,18052
tick_us,7059.2,18060
tick_us,6628.5,18060
tick_us,6692,18044
frame_ms,69.206,
tick_us,6735.2,18108
tick_us,6740.4,18104
tick_us,6741.9,18146
tick_us,6846.8,18160
tick_us,6863.5,18148
frame_ms,69.1634,
tick_us,6886.6,18132
tick_us,6998.1,18116
tick_us,6925.3,18096
tick_us,6956.2,18048
tick_us,6873.4,18000
frame_ms,70.7396,
tick_us,6926,17992
tick_us,6812.1,18028
tick_us,7191.3,17978
tick_us,6878.7,18026
tick_us,6788.8,17946
frame_ms,69.8722,
tick_us,6751,17938
tick_us,6717.2,17956
tick_us,7145.7,18014
tick_us,6591.5,17994
tick_us,6531.3,18050
frame_ms,68.9634,
tick_us,6979.8,18068
tick_us,6616.3,18078
tick_us,6645.7,18118
tick_us,6697.5,18110
tick_us,6832.2,18120
frame_ms,68.7463,
tick_us,7094,18144
tick_us,7506.7,18102
tick_us,7161.5,18074
tick_us,6904.4,18086
tick_us,6864.2,18086
frame_ms,72.6682,
tick_us,7060.2,18042
tick_us,7937.6,18034
tick_us,7145.4,18048
tick_us,7063.9,17992
tick_us,7104.8,18006
frame_ms,73.2199,
tick_us,7010.4,18016
tick_us,7369.1,18044
tick_us,7142.5,18030
tick_us,7014.8,18058
tick_us,6933.8,18042
frame_ms,71.8587,
tick_us,7163.9,18090
tick_us,7057.8,18162
tick_us,7077.5,18154
tick_us,7282.9,18110
tick_us,7351.2,18066
frame_ms,73.6114,
tick_us,7364.9,18112
tick_us,7291.9,18108
tick_us,7126.5,18052
tick_us,7208.3,18064
tick_us,7222.2,18020
frame_ms,73.9798,
tick_us,7370.3,17984
tick_us,7140,17966
tick_us,7054.9,17984
tick_us,7092.1,18026
tick_us,7146.2,18036
frame_ms,72.7126,
tick_us,7206.7,17984
tick_us,7518.6,18036
tick_us,7073.1,18012
tick_us,7060,17986
tick_us,7070.7,17964
frame_ms,72.918,
tick_us,7225,17888
tick_us,7174.7,17924
tick_us,7114.9,17886
tick_us,7094.5,17948
tick_us,6912.9,17948
frame_ms,71.9739,
tick_us,7393.7,17880
tick_us,6856.2,17924
tick_us,6795.9,17846
tick_us,6654,17844
tick_us,6689,17796
frame_ms,69.4875,
tick_us,6716.3,17778
tick_us,6471.1,17824
tick_us,6430.1,17750
tick_us,6477.9,17726
tick_us,6478.5,17718
frame_ms,66.9293,
tick_us,6549.2,17688
tick_us,6514.7,17628
tick_us,6562.7,17564
tick_us,7016.5,17620
tick_us,6563,17688
frame_ms,67.8445,
tick_us,6710.6,17686
tick_us,6528.3,17758
tick_us,6894.4,17838
tick_us,6652.2,17894
tick_us,6959.3,17890
frame_ms,69.0348,
tick_us,6701.1,17894
tick_us,6608.5,17884
tick_us,6646.6,17930
tick_us,6614.6,17966
tick_us,6711.1,17980
frame_ms,67.7605,
tick_us,6761.5,17992
tick_us,6639.7,18046
tick_us,6569.7,18080
tick_us,6634.6,18112
tick_us,6733.2,18052
frame_ms,68.031,
tick_us,6678,18114
tick_us,6712.8,18058
tick_us,6754.7,18076
tick_us,6944.4,18080
tick_us,6912,18044
frame_ms,69.0981,
tick_us,6934.7,17968
tick_us,6931,17866
tick_us,7136.6,17832
tick_us,6907.1,17842
tick_us,6773.9,17852
frame_ms,70.3527,
tick_us,6812.5,17954
tick_us,6673.2,17984
tick_us,6639.6,17980
tick_us,6637.8,18022
tick_us,6613.8,18040
frame_ms,68.136,
tick_us,7342.3,18012
tick_us,6698.5,17994
tick_us,6482.1,17996
tick_us,6858.9,18032
tick_us,6604.6,18004
frame_ms,68.3871,
tick_us,6640.6,18026
tick_us,6669.9,17996
tick_us,7206.1,17968
tick_us,6587.2,18000
tick_us,6544,17988
frame_ms,68.0289,
tick_us,7073.2,18108
tick_us,6658.5,18100
tick_us,6561,18122
tick_us,6428.3,18132
tick_us,6449.9,18148
frame_ms,67.2873,
tick_us,6620.1,18102
tick_us,6556.3,18034
tick_us,6447.1,18064
tick_us,6488.2,18010
tick_us,6530.2,17948
frame_ms,66.3384,
tick_us,6483.2,17928
tick_us,6734.9,17864
tick_us,6449.1,17964
tick_us,6394.1,17968
tick_us,6462,18046
frame_ms,66.0045,
tick_us,6775,18080
tick_us,6507.8,18054
tick_us,6424.1,18062
tick_us,6437.3,18000
tick_us,6493,17978
frame_ms,66.5357,
tick_us,6797.4,17864
tick_us,6472.4,17900
tick_us,6561.7,17924
tick_us,6486.9,17908
tick_us,6689.9,17918
frame_ms,67.5573,
tick_us,6777,17838
tick_us,7143.5,17798
tick_us,6751,17824
tick_us,6853.7,17820
tick_us,6909.9,17894
frame_ms,70,
tick_us,6934.4,17998
tick_us,7297.5,18004
tick_us,6888.4,17866
tick_us,7011.2,17816
tick_us,6947.4,17858
frame_ms,71.1466,
tick_us,7352.9,17872
tick_us,7213.1,17930
tick_us,7061.1,17846
tick_us,7033.6,17840
tick_us,7134.7,17910
frame_ms,72.5528,
tick_us,7182.7,17894
tick_us,7096.6,17952
tick_us,7466.2,18038
tick_us,7468.5,17972
tick_us,7100.3,17976
frame_ms,73.637,
tick_us,7075.7,17992
tick_us,7811.9,17990
tick_us,7107.1,17896
tick_us,7072.3,17868
tick_us,7158.4,17852
frame_ms,73.2325,
tick_us,7174.3,17896
tick_us,7101.6,17872
tick_us,7135.8,17756
tick_us,7266.7,17796
tick_us,7320.4,17904
frame_ms,73.2727,
tick_us,7373.5,17964
tick_us,7567.7,17890
tick_us,7186.3,17990
tick_us,7181.6,18020
tick_us,7191.5,18058
frame_ms,73.7543,
tick_us,8130.7,18078
tick_us,8097.7,18074
tick_us,7395.2,18080
tick_us,7249.2,18154
tick_us,7323.3,18156
frame_ms,76.9131,
tick_us,7353.5,18034
tick_us,7188.8,18074
tick_us,7144.4,18110
tick_us,6954.7,18160
tick_us,6893.3,18194
frame_ms,72.2327,
tick_us,7145,18236
tick_us,6825.2,18216
tick_us,6814.4,18228
tick_us,6780.6,18200
tick_us,6891.2,18130
frame_ms,69.7656,
tick_us,6736.5,18084
tick_us,6904.9,18048
tick_us,7217.8,18016
tick_us,6808.8,17962
tick_us,6789.4,18050
frame_ms,69.8524,
tick_us,6957.4,18024
tick_us,7304.8,17970
tick_us,6955.9,17928
tick_us,6933.6,17822
tick_us,6941.7,17782
frame_ms,71.0467,
tick_us,7130.6,17718
tick_us,7317.8,17738
tick_us,6837,17780
tick_us,6880.6,17782
tick_us,6794.6,17772
frame_ms,70.678,
tick_us,6882.6,17778
tick_us,6777.3,17826
tick_us,6858.3,17818
tick_us,6992.8,17886
tick_us,7044.8,17910
frame_ms,70.1083,
tick_us,7113.6,17956
tick_us,6982.4,17990
tick_us,6771.1,17976
tick_us,6713.5,18004
tick_us,6622,18022
frame_ms,69.991,
tick_us,7267.8,18026
tick_us,6758.4,18098
tick_us,6642.7,18150
tick_us,6696.1,18120
tick_us,6756.9,18096
frame_ms,69.0482,
tick_us,6978,18094
tick_us,6750.5,18126
tick_us,6645,18110
tick_us,6795.9,18088
tick_us,6883.7,18076
frame_ms,69.6567,
tick_us,7172,17972
tick_us,6846.5,17980
tick_us,6801.4,17920
tick_us,6895.7,17938
tick_us,6819.8,17854
frame_ms,70.021,
tick_us,7009.2,17820
tick_us,6908.9,17868
tick_us,6898.4,17900
tick_us,6820.4,17842
tick_us,6788.8,17788
frame_ms,69.8755,
tick_us,6746,17900
tick_us,6748.9,17908
tick_us,6669.5,17994
tick_us,6702.8,17954
tick_us,6694.8,17870
frame_ms,68.3977,
tick_us,7380.9,17808
tick_us,6708.7,17748
tick_us,6903.4,17734
tick_us,7201.2,17780
tick_us,6890.6,17772
frame_ms,70.8068,
tick_us,6980.4,17806
tick_us,6779.7,17848
tick_us,6888.9,17902
tick_us,6847.9,17918
tick_us,6972.9,17908
frame_ms,71.3408,
tick_us,6906,18024
tick_us,7357.1,18094
tick_us,6935.6,18030
tick_us,6964.7,18018
tick_us,7002.8,18076
frame_ms,71.7798,
tick_us,7199.2,18098
tick_us,7356.9,18100
tick_us,7124.7,18092
